x1,x2,target
30.87614928,7.806792945,0
34.06095271,14.80247776,0
30.86044004,16.27084861,0
21.73864616,10.30675603,1
17.66447613,30.92176096,1
23.61076842,33.46478025,1
18.99212508,-0.4099884047,0
17.82726593,24.53522934,0
29.22939622,17.30509352,0
10.17308443,30.80091185,1
12.67645577,26.93951029,1
24.96428541,20.28902464,0
18.05658659,22.33481511,0
22.88720923,1.447749599,0
18.83011373,11.32428908,1
13.08311492,14.30214214,1
7.48589306,26.00698893,1
30.06426195,15.781468,0
10.30660426,16.83517576,1
34.81749966,8.164286792,0
32.44776248,10.29812984,0
23.45989511,20.73121207,0
32.00555327,13.16624548,0
16.36712999,0.7912698928,0
29.50226654,18.00674184,0
11.80150421,24.8827761,1
30.41464601,17.64760979,0
28.56290532,18.79094051,0
22.1611938,32.59595845,1
28.09992992,17.7423722,0
31.34270219,10.95483653,0
11.63053439,26.59699708,1
22.51780208,32.99581447,1
15.15679288,30.32841843,1
13.67998807,31.74064427,1
14.07402172,-0.06981284494,0
12.66434197,29.48955511,1
30.92097218,1.991379803,0
30.61436154,3.965952633,0
13.3863956,29.40488255,1
19.04541934,11.93905347,1
20.70026856,10.65368173,1
17.74702688,34.39514334,1
23.25820146,20.86429765,0
32.20212676,8.829376346,0
27.03130323,20.36632668,0
18.49039005,10.4942596,1
31.95734741,16.2552833,0
18.05670146,32.3890343,1
13.6190401,14.87433448,1
14.56766329,1.290158549,0
11.89382779,11.42971527,1
12.45491887,11.06214607,1
29.48715031,10.88891158,0
29.75964911,16.95184805,0
15.48457766,29.7261163,1
13.95243417,29.20069335,1
21.34238641,11.52390395,1
25.1040507,33.30583749,1
7.690694371,17.06447792,1
18.08037617,12.48749128,1
31.74171541,5.554480576,0
28.67035926,2.50925866,0
33.91419418,14.00669394,0
23.49335416,18.14963364,0
17.5150361,21.66493369,0
11.13270599,15.31862181,1
22.66885523,11.5516451,1
32.3716554,10.21609765,0
29.13859745,3.193035341,0
29.59941791,9.952152331,0
22.93560032,1.826581252,0
16.82835923,31.36470292,1
8.343933301,24.80394772,1
10.13844349,29.44633839,1
16.35017382,11.18970082,1
23.71825086,20.92059052,0
16.72660614,11.07857228,1
17.50366148,0.2405349082,0
14.38700277,11.82090115,1
11.66074094,24.4343459,1
21.15067333,-0.5737828049,0
25.80262506,0.8707287922,0
13.8772815,15.21428396,1
20.16588085,33.85549766,1
23.98794254,22.53186687,0
24.95895353,2.945091414,0
11.81621468,15.19398331,1
15.89122156,33.0216141,1
30.89889809,13.80211117,0
15.55507538,1.60599712,0
30.61526655,16.04983919,0
13.21009937,27.56483314,1
16.11801624,31.67798586,1
7.536381668,24.26863822,1
24.25654778,12.26079463,1
19.84904129,32.63885234,1
23.02928826,33.15975291,1
6.797622799,20.76170478,1
10.90441707,30.43420521,1
26.93584145,2.292541591,0
25.96074747,18.01414384,0
21.53023564,-0.3529032976,0
7.441546323,22.95452935,1
18.71977054,21.57222803,0
31.39290092,4.419861383,0
22.95740446,1.690137837,0
10.92325201,21.83883508,1
18.70549724,21.40280242,0
17.77804076,10.75103161,1
16.82965093,23.29165016,0
9.464561766,25.04608608,1
25.58981655,3.622101466,0
29.66317642,7.181243657,0
32.32182499,7.995104984,0
9.218095379,27.72151996,1
23.75467019,0.01600362033,0
13.57162288,15.27420836,1
27.54003312,10.90196485,0
30.56499359,8.294985851,0
27.08194254,4.199227198,0
18.02530888,0.5966689539,0
7.624184425,21.15136288,1
8.228135221,25.18875096,1
8.714927283,20.60296416,1
22.33632977,1.261057597,0
13.99907859,29.45048564,1
8.674983355,20.03672625,1
8.749464222,27.73600515,1
18.2464703,21.7230417,0
29.17134749,17.44526035,0
20.62741397,0.3093470879,0
15.8134619,32.23065229,1
24.41174842,8.766190328,1
14.37474986,14.48273458,1
29.67422353,18.6857257,0
13.65206198,12.95560597,1
20.24729588,21.5824315,0
8.127629756,28.85941237,1
23.26460051,10.93189094,1
5.870435463,21.77108013,1
9.473368453,16.91647066,1
16.82171999,10.86501152,1
16.65750446,32.75999288,1
29.78828566,7.493541729,0
21.88023809,21.41694069,0
29.00660671,14.40578467,0
9.180655016,26.03459892,1
17.64394889,12.21453032,1
24.24616673,5.870252586,0
29.9551957,10.4263506,0
27.8611425,18.83697334,0
28.03119217,3.02517772,0
30.49665495,13.16398898,0
26.93441974,19.24138633,0
18.36929153,22.65724328,0
12.785328,29.97137056,1
31.97375063,10.82362313,0
4.468631771,21.69445413,1
13.45556418,15.64660202,1
19.28253549,31.32778887,1
27.20021854,16.65409766,0
14.35383495,15.145522,1
16.50525808,11.05869632,1
9.790934721,30.01356618,1
21.17014345,22.87791209,0
31.25568818,8.917513434,0
14.58980841,14.50204492,1
17.59593458,22.25486116,0
31.22850528,8.399717282,0
26.64968505,19.65728334,0
32.78883086,8.549388612,0
31.45628149,4.645708027,0
20.59411082,23.81509818,0
21.8530604,33.98800199,1
7.35661804,19.75006737,1
21.22856183,1.984182975,0
17.0254249,1.50025925,0
28.35295528,3.60575659,0
33.6830005,9.996102552,0
9.833832052,20.4031032,1
7.391232366,23.84569728,1
7.803589306,23.81565101,1
8.760421773,18.08568475,1
6.933940673,21.14001767,1
22.45220336,10.2262628,1
26.22330381,20.11445357,0
14.91731277,28.6317049,1
29.34649255,18.45809259,0
10.6010077,17.04061779,1
28.31737873,2.882877977,0
9.077794015,14.98988728,1
7.775275042,18.90394499,1
21.43763474,31.83147938,1
26.64154728,3.5453941,0
8.029148796,17.00733385,1
11.34164962,18.55159272,1
29.31388192,2.027669881,0
8.122640888,20.29477431,1
28.77067989,14.78414753,0
